verseId,keyword,score
2:34,arrogant,0.296095
2:35,adam,0.304749
2:35,live,0.256009
2:35,wife,0.295512
2:35,paradise,0.261842
2:35,eat,0.257245
2:35,therefrom,0.298397
2:35,generously,0.316223
2:35,please,0.296933
2:35,approach,0.349199
2:35,tree,0.295512
2:35,lest,0.277165
2:35,sin,0.237128
2:36,provision,0.240604
2:36,devil,0.252251
2:36,another,0.241075
2:36,therefrom,0.294016
2:36,dupe,0.359
2:36,cause,0.235292
2:36,eviction,0.404978
2:36,go,0.211514
2:36,enemy,0.268628
2:36,habitation,0.404978
2:36,awhile,0.323666
2:37,merciful,0.333568
2:37,receive,0.354134
2:37,adam,0.433073
2:37,word,0.40729
2:37,redeem,0.417987
2:37,redeemer,0.484945
2:38,guidance,0.604684
2:38,therefrom,0.406994
2:38,go,0.29279
2:38,follow,0.308502
2:38,fear,0.339178
2:38,grieve,0.415659
2:39,disbelieve,0.219466
2:39,abide,0.268415
2:39,forever,0.294883
2:39,reject,0.278155
2:39,revelation,0.238611
2:39,dweller,0.337922
2:39,hell,0.2491
2:39,divine,0.399313
2:39,commandment,0.339546
2:39,jew,0.361604
2:39,quran,0.277099
2:40,covenant,0.441518
2:40,child,0.212332
2:40,israel,0.25354
2:40,remember,0.24736
2:40,favor,0.317834
2:40,bestow,0.254501
2:40,fulfill,0.46362
2:40,part,0.451729
2:40,reverence,0.222971
2:41,observe,0.274575
2:41,reveal,0.274074
2:41,trade,0.37828
2:41,reject,0.277679
2:41,revelation,0.238203
2:41,confirm,0.360985
2:41,first,0.325867
2:41,cheap,0.403805
2:41,price,0.415924
2:42,truth,0.483384
2:42,conceal,0.373763
2:42,confound,0.507202
2:42,falsehood,0.391234
2:42,knowingly,0.465106
2:43,observe,0.264858
2:43,contact,0.279928
2:43,prayer,0.269416
2:43,salat,0.279928
2:43,charity,0.280579
2:43,obligatory,0.330244
2:43,zakat,0.328581
2:43,bow,0.636234
2:44,scripture,0.287212
2:44,righteous,0.265472
2:44,exhort,0.45769
2:44,forget,0.406438
2:44,though,0.388412
2:44,read,0.441487
2:44,understand,0.355792
2:45,help,0.300384
2:45,contact,0.312716
2:45,prayer,0.300972
2:45,salat,0.312716
2:45,seek,0.303386
2:45,steadfastness,0.441304
2:45,difficult,0.400739
2:45,reverent,0.419784
2:46,meet,0.56736
2:46,return,0.496979
2:46,ultimately,0.656593
2:47,bless,0.341765
2:47,child,0.344074
2:47,israel,0.410851
2:47,remember,0.400836
2:47,favor,0.515036
2:47,bestow,0.412407
2:48,help,0.249089
2:48,another,0.249576
2:48,beware,0.341154
2:48,soul,0.413912
2:48,avail,0.419259
2:48,intercession,0.351983
2:48,accept,0.285729
2:48,ransom,0.348099
2:48,pay,0.292357
2:49,save,0.254121
2:49,recall,0.28489
2:49,pharaoh,0.261663
2:49,inflict,0.332014
2:49,worst,0.298974
2:49,persecution,0.33509
2:49,son,0.255897
2:49,spar,0.341911
2:49,daughter,0.308872
2:49,exact,0.349874
2:49,test,0.271455
2:50,eye,0.347458
2:50,save,0.340894
2:50,recall,0.38217
2:50,part,0.399096
2:50,pharaoh,0.351011
2:50,sea,0.395333
2:50,drown,0.42218
2:51,worship,0.253411
2:51,turn,0.255945
2:51,wicked,0.286744
2:51,summon,0.305279
2:51,moses,0.267823
2:51,forty,0.443048
2:51,night,0.284535
2:51,calf,0.404401
2:51,absence,0.427008
2:52,may,0.340616
2:52,pardon,0.541993
2:52,thereafter,0.606284
2:52,appreciative,0.471851
2:53,guide,0.304122
2:53,scripture,0.305158
2:53,may,0.28615
2:53,recall,0.409418
2:53,moses,0.329046
2:53,statute,0.533768
2:53,book,0.414372
2:54,merciful,0.189962
2:54,worship,0.174988
2:54,recall,0.230112
2:54,redeem,0.238038
2:54,redeemer,0.27617
2:54,soul,0.193949
2:54,moses,0.18494
2:54,calf,0.279251
2:54,wrong,0.220636
2:54,must,0.229227
2:54,repent,0.225083
2:54,creator,0.450108
2:54,kill,0.209735
2:54,ego,0.300004
2:54,better,0.192913
2:54,sight,0.268175
2:55,consequently,0.27754
2:55,see,0.24083
2:55,lightning,0.410883
2:55,recall,0.325664
2:55,moses,0.261734
2:55,unless,0.301499
2:55,strike,0.326946
2:55,physically,0.470745
2:55,look,0.31967
2:56,may,0.376075
2:56,appreciative,0.520971
2:56,revive,0.583375
2:56,die,0.49682
2:57,send,0.143372
2:57,good,0.15423
2:57,provide,0.169009
2:57,thing,0.176813
2:57,refuse,0.230902
2:57,eat,0.189102
2:57,soul,0.176171
2:57,shade,0.248264
2:57,cloud,0.241474
2:57,sinai,0.253655
2:57,manna,0.292076
2:57,quail,0.292076
2:57,hurt,0.388431
2:57,rebel,0.243594
2:57,lack,0.284272
2:57,confidence,0.302137
2:57,enter,0.196222
2:58,provision,0.198711
2:58,like,0.183013
2:58,many,0.200696
2:58,recall,0.231384
2:58,sin,0.192965
2:58,enter,0.367781
2:58,town,0.26731
2:58,find,0.181002
2:58,gate,0.263004
2:58,humbly,0.314688
2:58,treat,0.245321
2:58,nicely,0.314688
2:58,forgive,0.205461
2:58,increase,0.255608
2:58,reward,0.201939
2:58,pious,0.284163
2:59,consequently,0.259624
2:59,sky,0.272997
2:59,send,0.208961
2:59,wicked,0.262136
2:59,command,0.458014
2:59,among,0.209692
2:59,carry,0.302324
2:59,transgressor,0.263704
2:59,condemnation,0.330286
2:59,due,0.309619
2:59,wickedness,0.355033
2:60,provision,0.172724
2:60,know,0.135979
2:60,water,0.315265
2:60,rock,0.230429
2:60,recall,0.201125
2:60,eat,0.181959
2:60,therefrom,0.211068
2:60,seek,0.17445
2:60,moses,0.161643
2:60,strike,0.201917
2:60,staff,0.24138
2:60,whereupon,0.225242
2:60,twelve,0.267399
2:60,spring,0.223676
2:60,gush,0.253755
2:60,member,0.267399
2:60,tribe,0.253755
2:60,drink,0.196729
2:60,roam,0.213239
2:60,corruptingly,0.262212
2:61,ask,0.145923
2:61,wrath,0.21336
2:61,incur,0.139399
2:61,produce,0.167681
2:61,kind,0.159508
2:61,call,0.161735
2:61,good,0.132546
2:61,bring,0.149293
2:61,recall,0.179633
2:61,go,0.135616
2:61,reject,0.153672
2:61,revelation,0.131825
2:61,moses,0.14437
2:61,kill,0.163726
2:61,find,0.140519
2:61,condemnation,0.194754
2:61,longer,0.220608
2:61,food,0.18415
2:61,earthly,0.244305
2:61,crop,0.198439
2:61,wish,0.148788
2:61,substitute,0.181807
2:61,inferior,0.259658
2:61,egypt,0.226639
2:61,humiliation,0.211286
2:61,disgrace,0.244305
2:61,prophet,0.162914
2:61,unjustly,0.215587
2:61,disobey,0.190453
2:61,transgress,0.167215
2:62,righteous,0.19344
2:62,last,0.274648
2:62,lead,0.229172
2:62,receive,0.246085
2:62,life,0.197342
2:62,covenant,0.286592
2:62,fear,0.245566
2:62,grieve,0.300938
2:62,israel,0.278648
2:62,jewish,0.340744
2:62,christian,0.30818
2:62,convert,0.381873
2:62,recompense,0.259949
2:63,may,0.202761
2:63,save,0.258774
2:63,make,0.20935
2:63,covenant,0.296107
2:63,uphold,0.293617
2:63,remember,0.280882
2:63,sinai,0.352058
2:63,raise,0.301506
2:63,mount,0.356281
2:63,strongly,0.37822
2:63,content,0.332376
2:64,turn,0.304683
2:64,thereafter,0.49351
2:64,grace,0.393679
2:64,towards,0.363412
2:64,mercy,0.32027
2:64,would,0.286268
2:64,doom,0.438227
2:65,know,0.230678
2:65,among,0.234849
2:65,desecrate,0.464028
2:65,sabbath,0.45362
2:65,despicable,0.476766
2:65,ape,0.493189
2:66,righteous,0.253395
2:66,example,0.343337
2:66,set,0.30068
2:66,generation,0.584628
2:66,subsequent,0.441428
2:66,enlightenment,0.436868
2:67,like,0.242952
2:67,mock,0.341607
2:67,command,0.272751
2:67,moses,0.246866
2:67,sacrifice,0.368644
2:67,heifer,0.393596
2:67,forbid,0.331081
2:67,behave,0.400459
2:67,ignorant,0.357973
2:68,call,0.278303
2:68,command,0.274471
2:68,carry,0.30675
2:68,heifer,0.396078
2:68,show,0.27148
2:68,neither,0.321247
2:68,old,0.33926
2:68,young,0.420385
2:68,age,0.357095
2:69,call,0.239039
2:69,please,0.27725
2:69,heifer,0.340197
2:69,show,0.233178
2:69,color,0.552052
2:69,yellow,0.361075
2:69,bright,0.361075
2:69,beholder,0.361075
2:70,guide,0.341212
2:70,call,0.413581
2:70,look,0.450895
2:70,heifer,0.588603
2:70,show,0.403441
2:71,water,0.236007
2:71,truth,0.200509
2:71,bring,0.211866
2:71,crop,0.281611
2:71,sacrifice,0.305946
2:71,heifer,0.326655
2:71,humiliate,0.279796
2:71,land,0.240714
2:71,free,0.302786
2:71,blemish,0.346701
2:71,finally,0.30936
2:71,lengthy,0.36849
2:72,try,0.425592
2:72,conceal,0.406587
2:72,soul,0.332796
2:72,kill,0.359883
2:72,among,0.271783
2:72,dispute,0.386219
2:72,expose,0.436185
2:73,may,0.192141
2:73,life,0.193215
2:73,bring,0.228479
2:73,part,0.287087
2:73,understand,0.253831
2:73,strike,0.275994
2:73,heifer,0.352268
2:73,show,0.241452
2:73,victim,0.633045
2:73,sign,0.259588
2:74,like,0.164633
2:74,rock,0.500463
2:74,stream,0.210665
2:74,reverence,0.181658
2:74,gush,0.262613
2:74,despite,0.238473
2:74,heart,0.174807
2:74,harden,0.266715
2:74,river,0.233105
2:74,others,0.182812
2:74,crack,0.271365
2:74,release,0.283083
2:74,cringe,0.300873
2:74,unaware,0.229937
2:74,anything,0.18054
2:75,hear,0.295595
2:75,word,0.343509
2:75,understand,0.314661
2:75,expect,0.346361
2:75,use,0.296198
2:75,distort,0.418529
2:75,full,0.327805
2:75,deliberately,0.453091
2:76,believer,0.347926
2:76,meet,0.269656
2:76,provide,0.223683
2:76,lest,0.269656
2:76,understand,0.255424
2:76,get,0.237113
2:76,together,0.270592
2:76,inform,0.273516
2:76,information,0.367794
2:76,support,0.261995
2:76,argument,0.339739
2:76,concern,0.307656
2:77,know,0.514653
2:77,everything,0.539595
2:77,declare,0.479215
2:77,conceal,0.46295
2:78,scripture,0.298871
2:78,know,0.459017
2:78,except,0.311582
2:78,among,0.276006
2:78,gentile,0.533115
2:78,assume,0.492449
2:79,scripture,0.170762
2:79,reveal,0.19345
2:79,cheap,0.285018
2:79,seek,0.198719
2:79,distort,0.281364
2:79,woe,0.480803
2:79,hand,0.210977
2:79,material,0.246944
2:79,gain,0.440919
2:79,distortion,0.331169
2:79,illicit,0.304599
2:80,know,0.2109
2:80,take,0.242389
2:80,except,0.242389
2:80,pledge,0.562965
2:80,hell,0.238981
2:80,touch,0.327359
2:80,limit,0.340243
2:80,number,0.342373
2:80,break,0.351889
2:81,evil,0.285704
2:81,abide,0.282323
2:81,forever,0.310162
2:81,sin,0.285208
2:81,dweller,0.355431
2:81,hell,0.262007
2:81,earn,0.3589
2:81,become,0.297242
2:81,surround,0.425457
2:81,work,0.260707
2:82,righteous,0.306057
2:82,lead,0.362592
2:82,life,0.312232
2:82,abide,0.366739
2:82,forever,0.402903
2:82,paradise,0.409101
2:82,dweller,0.461708
2:83,worship,0.155346
2:83,observe,0.172805
2:83,contact,0.182638
2:83,prayer,0.175779
2:83,salat,0.182638
2:83,charity,0.183063
2:83,regard,0.204282
2:83,turn,0.156899
2:83,make,0.147416
2:83,except,0.268764
2:83,covenant,0.208507
2:83,child,0.169779
2:83,israel,0.202729
2:83,obligatory,0.215466
2:83,zakat,0.214381
2:83,treat,0.216587
2:83,become,0.177551
2:83,honor,0.224214
2:83,parent,0.188618
2:83,relative,0.225669
2:83,orphan,0.221478
2:83,poor,0.206754
2:83,amicably,0.254137
2:83,averse,0.277829
2:84,shed,0.413451
2:84,make,0.219377
2:84,witness,0.25908
2:84,covenant,0.31029
2:84,blood,0.368921
2:84,evict,0.33809
2:84,home,0.289667
2:84,agree,0.383553
2:84,bore,0.368921
2:85,scripture,0.135234
2:85,disbelieve,0.122466
2:85,life,0.127519
2:85,except,0.140985
2:85,place,0.156742
2:85,part,0.320806
2:85,first,0.182152
2:85,ransom,0.217753
2:85,kill,0.165371
2:85,among,0.124888
2:85,humiliation,0.213409
2:85,unaware,0.200433
2:85,anything,0.157374
2:85,evict,0.341647
2:85,home,0.172882
2:85,band,0.225718
2:85,sinfully,0.253534
2:85,maliciously,0.253534
2:85,surrender,0.262267
2:85,demand,0.220183
2:85,prohibit,0.183633
2:85,far,0.156742
2:85,worse,0.204676
2:85,resurrection,0.159698
2:86,help,0.281715
2:86,hereafter,0.273569
2:86,consequently,0.279562
2:86,buy,0.42767
2:86,expense,0.436131
2:86,life,0.230553
2:86,lowly,0.398087
2:86,commute,0.42767
2:87,scripture,0.142264
2:87,mind,0.19837
2:87,fact,0.183596
2:87,make,0.137738
2:87,send,0.130922
2:87,arrogant,0.191622
2:87,cause,0.160299
2:87,go,0.144099
2:87,reject,0.163285
2:87,son,0.171446
2:87,moses,0.153401
2:87,kill,0.173968
2:87,ego,0.248843
2:87,subsequent,0.229073
2:87,anything,0.165556
2:87,support,0.180768
2:87,jesus,0.19837
2:87,mary,0.19837
2:87,profound,0.189419
2:87,miracle,0.192391
2:87,holy,0.244578
2:87,spirit,0.224503
2:87,every,0.160015
2:87,time,0.169486
2:87,dislike,0.226707
2:87,tragic,0.266714
2:87,statement,0.253766
2:88,mind,0.370183
2:88,make,0.257035
2:88,except,0.276773
2:88,would,0.257035
2:88,instead,0.337335
2:88,curse,0.423063
2:88,consequence,0.328874
2:88,disbelief,0.362006
2:88,keep,0.349632
2:89,scripture,0.171449
2:89,disbeliever,0.293683
2:89,disbelieve,0.155262
2:89,confirm,0.255819
2:89,though,0.392572
2:89,condemnation,0.249389
2:89,use,0.199926
2:89,agree,0.290219
2:89,prophesy,0.312841
2:89,advent,0.312841
2:89,talk,0.279147
2:89,prophecy,0.261461
2:89,pas,0.234784
2:89,afflict,0.239065
2:90,wrath,0.452528
2:90,disbeliever,0.16968
2:90,incur,0.29566
2:90,consequently,0.19177
2:90,servant,0.193247
2:90,reject,0.192501
2:90,revelation,0.165134
2:90,bestow,0.224156
2:90,soul,0.189658
2:90,among,0.154887
2:90,grace,0.22331
2:90,humiliate,0.246977
2:90,miserable,0.208891
2:90,sell,0.306035
2:90,resentment,0.325267
2:90,whomever,0.193247
2:90,choose,0.197634
2:91,disbelieve,0.215924
2:91,believer,0.237626
2:91,tell,0.283425
2:91,send,0.219426
2:91,truth,0.251615
2:91,revelation,0.397484
2:91,confirm,0.355768
2:91,though,0.322448
2:91,kill,0.291571
2:91,prophet,0.290124
2:91,subsequent,0.383927
2:92,worship,0.264914
2:92,turn,0.267564
2:92,wicked,0.299761
2:92,go,0.263003
2:92,moses,0.27998
2:92,calf,0.422759
2:92,absence,0.446393
2:92,profound,0.345718
2:92,miracle,0.351144
2:93,hear,0.174624
2:93,make,0.145282
2:93,covenant,0.205489
2:93,uphold,0.203761
2:93,commandment,0.210241
2:93,calf,0.244316
2:93,sinai,0.244316
2:93,due,0.204614
2:93,disobey,0.213451
2:93,raise,0.209235
2:93,mount,0.247247
2:93,strongly,0.262472
2:93,heart,0.169078
2:93,become,0.17498
2:93,disbelief,0.204614
2:93,miserable,0.186892
2:93,listen,0.211277
2:93,fill,0.244316
2:93,faith,0.367414
2:93,dictate,0.254007
2:94,hereafter,0.30779
2:94,death,0.332298
2:94,truthful,0.343557
2:94,abide,0.304676
2:94,reserve,0.426376
2:94,exclusion,0.515726
2:94,long,0.369072
2:95,fully,0.324512
2:95,aware,0.348678
2:95,send,0.282212
2:95,wicked,0.354027
2:95,hand,0.378879
2:95,long,0.411434
2:95,forth,0.505282
2:96,fact,0.259408
2:96,idol,0.204832
2:96,life,0.189543
2:96,everything,0.19117
2:96,live,0.411122
2:96,find,0.210964
2:96,wish,0.223377
2:96,long,0.269687
2:96,worshiper,0.253908
2:96,thousand,0.320321
2:96,year,0.290685
2:96,spare,0.308981
2:96,matter,0.257767
2:96,seer,0.261987
2:97,scripture,0.210174
2:97,believer,0.209461
2:97,know,0.190646
2:97,guidance,0.25967
2:97,good,0.208066
2:97,news,0.250389
2:97,provide,0.228004
2:97,bring,0.234354
2:97,quran,0.240313
2:97,confirm,0.3136
2:97,heart,0.236816
2:97,oppose,0.3136
2:97,gabriel,0.3749
2:97,accordance,0.263962
2:97,previous,0.273015
2:98,disbeliever,0.283106
2:98,know,0.253834
2:98,angel,0.326312
2:98,oppose,0.706954
2:98,gabriel,0.499156
2:99,send,0.368428
2:99,wicked,0.462183
2:99,reject,0.4595
2:99,revelation,0.394175
2:99,clear,0.533041
2:100,fact,0.608146
2:100,make,0.269465
2:100,covenant,0.381135
2:100,pledge,0.398022
2:100,keep,0.366539
2:100,disregard,0.345704
2:101,scripture,0.476683
2:101,jew,0.298059
2:101,confirm,0.298059
2:101,though,0.270144
2:101,christian,0.294157
2:101,disregard,0.248121
2:101,prove,0.32165
2:101,follower,0.284151
2:101,muslim,0.33814
2:101,behind,0.274747
2:102,hereafter,0.121857
2:102,disbeliever,0.186556
2:102,without,0.120826
2:102,evil,0.122069
2:102,know,0.167267
2:102,devil,0.222751
2:102,send,0.100227
2:102,angel,0.126999
2:102,teach,0.260946
2:102,knowledge,0.21459
2:102,soul,0.123156
2:102,test,0.139229
2:102,hurt,0.160376
2:102,use,0.126999
2:102,full,0.140551
2:102,concern,0.162504
2:102,break,0.164834
2:102,miserable,0.135645
2:102,sell,0.198726
2:102,pursue,0.159378
2:102,solomon,0.279088
2:102,kingdom,0.204181
2:102,however,0.151152
2:102,two,0.213303
2:102,point,0.161417
2:102,abuse,0.194268
2:102,scheme,0.14343
2:102,marriage,0.173554
2:102,harm,0.154119
2:102,learn,0.168807
2:102,benefit,0.145008
2:102,practice,0.164834
2:102,witchcraft,0.211215
2:102,share,0.149794
2:103,righteous,0.332128
2:103,know,0.325942
2:103,lead,0.393479
2:103,life,0.338828
2:103,better,0.40416
2:103,reward,0.420744
2:103,far,0.416475
2:104,disbeliever,0.20367
2:104,incur,0.209601
2:104,painful,0.244958
2:104,instead,0.255801
2:104,listen,0.28345
2:104,raa,0.390423
2:104,ena,0.390423
2:104,shepherd,0.390423
2:104,unzurna,0.390423
2:104,watch,0.314774
2:105,scripture,0.159587
2:105,disbeliever,0.161453
2:105,see,0.158336
2:105,idol,0.162621
2:105,quran,0.182472
2:105,among,0.147377
2:105,wish,0.177345
2:105,grace,0.212482
2:105,neither,0.222524
2:105,miracle,0.215817
2:105,whomever,0.183877
2:105,choose,0.188051
2:105,worshiper,0.201584
2:105,follower,0.227008
2:105,however,0.221485
2:105,blessing,0.341312
2:105,shower,0.202779
2:105,possess,0.179498
2:105,infinite,0.26295
2:105,ultimate,0.208708
2:105,mathematical,0.284664
2:105,code,0.274358
2:106,fact,0.263333
2:106,omnipotent,0.271684
2:106,produce,0.255551
2:106,cause,0.229917
2:106,forget,0.288755
2:106,better,0.22951
2:106,miracle,0.467221
2:106,abrogate,0.372329
2:106,least,0.272714
2:106,equal,0.295083
2:106,recognize,0.290257
2:107,master,0.378944
2:107,fact,0.370008
2:107,heaven,0.279022
2:107,possess,0.322484
2:107,recognize,0.407839
2:107,kingship,0.433935
2:107,besides,0.427801
2:108,right,0.240112
2:108,path,0.228824
2:108,stray,0.29447
2:108,moses,0.22203
2:108,wish,0.228824
2:108,demand,0.567638
2:108,instead,0.26164
2:108,disbelief,0.280775
2:108,choose,0.242638
2:108,past,0.260099
2:108,belief,0.324942
2:109,judgment,0.200273
2:109,alone,0.194735
2:109,scripture,0.164186
2:109,leave,0.187378
2:109,see,0.162899
2:109,omnipotent,0.218606
2:109,truth,0.173262
2:109,many,0.191066
2:109,part,0.230037
2:109,pardon,0.244981
2:109,due,0.22388
2:109,would,0.158962
2:109,become,0.191456
2:109,disbelief,0.22388
2:109,follower,0.23355
2:109,rather,0.318415
2:109,revert,0.246696
2:109,jealousy,0.282265
2:109,evident,0.299588
2:109,issue,0.24027
2:110,name,0.229553
2:110,observe,0.197823
2:110,contact,0.209079
2:110,prayer,0.201228
2:110,salat,0.209079
2:110,charity,0.209565
2:110,believer,0.173713
2:110,send,0.160408
2:110,good,0.172556
2:110,everything,0.165772
2:110,redeem,0.241912
2:110,obligatory,0.24666
2:110,zakat,0.245418
2:110,soul,0.197105
2:110,find,0.182936
2:110,forth,0.2872
2:110,seer,0.227181
2:110,behalf,0.280664
2:110,regardless,0.338039
2:110,religion,0.210058
2:111,right,0.281022
2:111,except,0.251243
2:111,paradise,0.297749
2:111,jew,0.359587
2:111,enter,0.303536
2:111,christian,0.35488
2:111,show,0.283979
2:111,wishful,0.43974
2:111,think,0.288411
2:111,proof,0.254316
2:112,alone,0.335019
2:112,righteous,0.261082
2:112,lead,0.309309
2:112,receive,0.332136
2:112,life,0.266349
2:112,fear,0.331435
2:112,grieve,0.406171
2:112,recompense,0.350849
2:112,submit,0.380461
2:113,scripture,0.169688
2:113,regard,0.227664
2:113,knowledge,0.197469
2:113,jew,0.42869
2:113,read,0.260835
2:113,christian,0.423078
